-8.838116507541842193e-01,4.907008492417626044e-01,1.501514524334110146e+00,-1.083999022731312913e-03,1.934720635962321689e+00,-1.024090226213159927e+00,-6.074920404250729877e-01,1.936522736749294038e-01,1.902268300169553950e+00,-1.392176122563463514e-01,-1.160353929560705849e-01,1.548256451834907621e-01,-6.709386434061774540e-02,1.340226523477912601e-01,-1.876440331014860075e+00,-9.222305466527371820e-01,-3.112688930025052803e-03,-5.642492940837482429e-01,-1.782128786012099564e+00,-2.602381170891394646e-01
-2.072104040766593602e-01,6.194985355566491325e-01,8.459856748944549754e-01,8.512025098328456219e-01,-1.010944107920555002e+00,1.567917090574157957e+00,-1.690890590699272833e+00,1.797511978730662374e+00,-5.163327179552062995e-01,1.791524978527809120e+00,-2.677645311760029068e-01,-2.097404355495979811e+00,4.484642414223568574e-01,-5.084154347939117136e-01,1.337643334204563272e+00,1.202881942180109576e+00,5.733129433553679766e-02,-3.382094119962999024e+00,1.475014725338534838e+00,-7.539861690585369924e-01
-1.045799315500222759e+00,1.073153120857786469e+00,-1.050506847079828887e+00,-1.906666128099847812e+00,9.523538768260416676e-01,1.771258439458578970e-01,-1.240905363918190618e+00,-3.191284535931339372e-02,-7.854582340773674787e-01,8.701089612061314593e-01,-3.480847048350763084e-01,3.605805922430699861e-01,2.475238684919275622e-01,5.743825498320599410e-01,3.722484916992863102e-01,-7.888291726520312297e-01,1.058344130603345201e+00,5.566713050455976974e-01,-9.225286713518281445e-01,1.240078511019793828e+00
8.911358329880106899e-01,-5.900845596110846358e-01,-1.440414742268481429e+00,-1.094202332199672112e+00,-6.009063354643075922e-02,-9.590717377158951562e-01,-2.111279815988082120e+00,2.017184526543566725e-01,-7.323891999605486314e-02,-6.539064747347601569e-01,4.395488598086039200e-01,-8.296563370317382446e-01,2.250240880892286355e-01,-5.841382221037154654e-01,2.021031599404719881e+00,3.694823229118670005e-01,-1.317494681982259053e+00,-2.643553421305580464e+00,-3.396385109226979448e+00,-3.976915310766876432e-01
-1.697341392193422838e+00,-8.621803215152692434e-01,-4.600479978796714331e-01,-1.475036439658744314e+00,6.315110637753585943e-01,-8.356973544964690914e-01,-6.799266456008541404e-01,6.182693021431011626e-01,-8.489933964216063167e-01,4.987771968583796789e-01,3.978078022453891416e-01,-5.245913659518748329e-01,6.762830157252129604e-02,-7.185971580098206649e-03,2.733661316708348998e-01,-6.381949226497528604e-01,-1.350549631479127655e+00,3.282685129396746837e-01,-1.716385358793985239e+00,2.027521490050189779e-01
-1.189798908415445222e+00,-3.216933058736826112e-01,-9.371219772141331505e-01,-9.210013409886470548e-01,7.592127945392378452e-01,1.823126346047035051e+00,1.043793271856932936e+00,7.124442776179847892e-01,1.045633823600104595e+00,1.698391185038717333e-01,9.673232896065749875e-01,1.050251782997399408e+00,-4.218537541486612752e-01,-4.867922675238472996e-02,-6.042576338399341385e-02,-1.095009121259792551e+00,3.337531909843911848e-02,7.607472083719772904e-01,-1.222019843006097117e+00,1.354239995073025948e+00
-5.537860628497575100e-01,-3.878966169990823998e-01,-1.203139487505639149e+00,-7.532678391800587958e-01,-1.035820504545045706e+00,4.934583568596528913e-01,-2.757219865855580765e-01,-2.040831189387732614e-01,-9.136842787131038701e-01,-4.007406752180956433e-01,1.264045680520248460e+00,-1.380600407733088009e+00,-1.074670667415203784e+00,-2.594941908531682717e+00,1.026768388283211264e+00,1.629827692194073530e+00,-6.437238207582749450e-01,-1.121683839795545090e+00,5.904669666068750322e-01,-1.294111904949538427e+00
-1.034346214945012221e+00,-1.538730954963607900e+00,5.939390127999787106e-02,-7.544312078989205694e-02,-1.654332663570375006e+00,8.137539687838503122e-01,-2.768621247270560692e-01,-6.173172513606606238e-01,-1.586193099835837839e-01,-6.380896575250624148e-01,-7.894139867738550823e-03,-1.258607209748926037e+00,-2.062525566823020240e-01,-8.176379209311747109e-01,2.929428961200796766e-01,-1.646758695404468176e+00,-1.378505664807236908e+00,-2.137435575406355870e+00,-1.126042800702047320e-01,-3.773182596960789614e-01
-1.424028133127251072e+00,-1.165245198583793051e+00,-2.587792767095784541e-01,9.267727401544506582e-01,-6.138372022051081789e-01,-4.381705527152233715e-01,5.361637953487780051e-01,5.726406803689042535e-01,2.344094670233743294e+00,-1.353512074288698575e+00,2.394225837809212276e+00,1.623538894359153772e+00,-1.915018273789254710e+00,1.191407666932907894e+00,-1.123997670128845883e+00,-6.017028603304606094e-01,-1.144366939601735300e+00,3.733354442702866427e-01,-1.545688256476996258e+00,2.862659231828519890e-01
-7.203961531477299784e-01,-1.330874316595621387e+00,-1.250851426501979224e+00,7.899090111457196528e-01,1.505509694402435761e+00,-9.367202674081517300e-01,6.532392841227068203e-01,-7.419202736177801238e-01,-1.008861716719259727e+00,-1.420474507214681825e+00,-1.426274330884984343e+00,2.545398666463734583e-01,4.122614034553039875e-01,9.434664586349230664e-01,-5.005421572512256390e-01,1.118242813422539866e-01,-8.891998182442344412e-01,1.118073492633606891e+00,-3.059890435633403905e-01,5.533640532775559173e-02
